No.,时间( s) ,变形( mm) ,力( kgf) ,应力( MPa) ,应变( %) 
6458,230.999,5.771,379.64,93.075,5.771
6459,231.028,5.772,379.68,93.085,5.772
6460,231.06,5.773,379.72,93.095,5.773
6461,231.108,5.774,379.8,93.114,5.774
6462,231.164,5.775,379.9,93.139,5.775
6463,231.188,5.776,379.96,93.153,5.776
6464,231.233,5.777,380.02,93.168,5.777
6465,231.26,5.778,380.06,93.178,5.778
6466,231.292,5.779,380.12,93.193,5.779
6467,231.344,5.78,380.16,93.202,5.78
6468,231.372,5.781,380.2,93.212,5.781
6469,231.396,5.781,380.24,93.222,5.781
6470,231.443,5.782,380.3,93.237,5.782
6471,231.468,5.783,380.36,93.251,5.783
6472,231.5,5.784,380.42,93.266,5.784
6473,231.549,5.785,380.48,93.281,5.785
6474,231.58,5.786,380.52,93.291,5.786
6475,231.612,5.787,380.58,93.305,5.787
6476,231.662,5.788,380.62,93.315,5.788
6477,231.692,5.789,380.68,93.33,5.789
6478,231.716,5.789,380.72,93.34,5.789
6479,231.751,5.79,380.78,93.354,5.79
6480,231.78,5.791,380.84,93.369,5.791
6481,231.804,5.792,380.88,93.379,5.792
6482,231.836,5.792,380.92,93.389,5.792
6483,231.868,5.793,380.98,93.403,5.793
6484,231.9,5.794,381.02,93.413,5.794
6485,231.951,5.795,381.06,93.423,5.795
6486,231.98,5.796,381.1,93.433,5.796
6487,232.012,5.797,381.14,93.443,5.797
6488,232.051,5.798,381.18,93.452,5.798
6489,232.076,5.798,381.24,93.467,5.798
6490,232.1,5.799,381.28,93.477,5.799
6491,232.137,5.8,381.34,93.492,5.8
6492,232.164,5.8,381.38,93.502,5.8
6493,232.196,5.801,381.44,93.516,5.801
6494,232.242,5.803,381.48,93.526,5.803
6495,232.268,5.803,381.52,93.536,5.803
6496,232.3,5.804,381.56,93.546,5.804
6497,232.355,5.805,381.6,93.555,5.805
6498,232.38,5.806,381.66,93.57,5.806
6499,232.412,5.807,381.72,93.585,5.807
6500,232.459,5.808,381.78,93.6,5.808
6501,232.484,5.809,381.86,93.619,5.809
6502,232.516,5.809,381.92,93.634,5.809
6503,232.57,5.811,381.98,93.649,5.811
6504,232.596,5.811,382.04,93.663,5.811
6505,232.62,5.812,382.08,93.673,5.812
6506,232.669,5.813,382.12,93.683,5.813
6507,232.7,5.814,382.16,93.693,5.814
6508,232.732,5.815,382.22,93.707,5.815
6509,232.779,5.816,382.26,93.717,5.816
6510,232.804,5.817,382.32,93.732,5.817
6511,232.828,5.817,382.38,93.747,5.817
6512,232.878,5.819,382.44,93.761,5.819
6513,232.908,5.819,382.48,93.771,5.819
6514,232.94,5.82,382.52,93.781,5.82
6515,232.986,5.821,382.58,93.796,5.821
6516,233.012,5.822,382.62,93.806,5.822
6517,233.044,5.823,382.68,93.82,5.823
6518,233.098,5.824,382.74,93.835,5.824
6519,233.124,5.825,382.8,93.85,5.825
6520,233.156,5.825,382.88,93.869,5.825
6521,233.2,5.827,382.94,93.884,5.827
6522,233.228,5.827,383,93.899,5.827
6523,233.26,5.828,383.04,93.908,5.828
6524,233.313,5.829,383.08,93.918,5.829
6525,233.34,5.83,383.12,93.928,5.83
6526,233.364,5.831,383.16,93.938,5.831
6527,233.409,5.832,383.22,93.953,5.832
6528,233.436,5.832,383.28,93.967,5.832
6529,233.468,5.833,383.32,93.977,5.833
6530,233.521,5.835,383.38,93.992,5.835
6531,233.548,5.835,383.44,94.007,5.835
6532,233.58,5.836,383.5,94.021,5.836
6533,233.629,5.837,383.54,94.031,5.837
6534,233.684,5.839,383.64,94.056,5.839
6535,233.708,5.839,383.68,94.065,5.839
6536,233.752,5.84,383.74,94.08,5.84
6537,233.78,5.841,383.8,94.095,5.841
6538,233.804,5.842,383.86,94.11,5.842
6539,233.837,5.843,383.92,94.124,5.843
6540,233.868,5.843,383.98,94.139,5.843
6541,233.9,5.844,384.02,94.149,5.844
6542,233.949,5.845,384.04,94.154,5.845
6543,233.98,5.846,384.08,94.163,5.846
6544,234.012,5.847,384.12,94.173,5.847
6545,234.071,5.848,384.18,94.188,5.848
6546,234.1,5.849,384.24,94.203,5.849
6547,234.132,5.85,384.3,94.217,5.85
6548,234.186,5.851,384.36,94.232,5.851
6549,234.212,5.852,384.42,94.247,5.852
6550,234.244,5.853,384.46,94.257,5.853
6551,234.297,5.854,384.52,94.271,5.854
6552,234.324,5.855,384.58,94.286,5.855
6553,234.356,5.856,384.62,94.296,5.856
6554,234.403,5.857,384.68,94.311,5.857
6555,234.428,5.857,384.74,94.325,5.857
6556,234.46,5.858,384.8,94.34,5.858
6557,234.515,5.859,384.86,94.355,5.859
6558,234.54,5.86,384.92,94.369,5.86
6559,234.572,5.861,384.98,94.384,5.861
6560,234.639,5.863,385.02,94.394,5.863
6561,234.668,5.863,385.08,94.409,5.863
6562,234.7,5.864,385.12,94.418,5.864
6563,234.748,5.865,385.18,94.433,5.865
6564,234.78,5.866,385.24,94.448,5.866
6565,234.812,5.867,385.3,94.463,5.867
6566,234.858,5.868,385.36,94.477,5.868
6567,234.884,5.869,385.42,94.492,5.869
6568,234.908,5.869,385.46,94.502,5.869
6569,234.946,5.87,385.5,94.512,5.87
6570,234.972,5.871,385.54,94.521,5.871
6571,234.996,5.872,385.58,94.531,5.872
6572,235.031,5.872,385.62,94.541,5.872
6573,235.06,5.873,385.68,94.556,5.873
6574,235.092,5.874,385.74,94.57,5.874
6575,235.148,5.875,385.8,94.585,5.875
6576,235.18,5.876,385.86,94.6,5.876
6577,235.212,5.877,385.92,94.615,5.877
6578,235.253,5.878,385.98,94.629,5.878
6579,235.284,5.879,386.02,94.639,5.879
6580,235.316,5.88,386.06,94.649,5.88
6581,235.35,5.88,386.1,94.659,5.88
6582,235.381,5.881,386.14,94.669,5.881
6583,235.412,5.882,386.18,94.678,5.882
6584,235.458,5.883,386.24,94.693,5.883
6585,235.484,5.884,386.3,94.708,5.884
6586,235.516,5.885,386.36,94.722,5.885
6587,235.555,5.885,386.4,94.732,5.885
6588,235.58,5.886,386.44,94.742,5.886
6589,235.612,5.887,386.48,94.752,5.887
6590,235.665,5.888,386.54,94.767,5.888
6591,235.692,5.889,386.58,94.776,5.889
6592,235.716,5.889,386.62,94.786,5.889
6593,235.751,5.89,386.68,94.801,5.89
6594,235.78,5.891,386.74,94.816,5.891
6595,235.812,5.892,386.8,94.83,5.892
6596,235.87,5.893,386.86,94.845,5.893
6597,235.9,5.894,386.9,94.855,5.894
6598,235.932,5.895,386.94,94.865,5.895
6599,235.988,5.896,387,94.879,5.896
6600,236.045,5.898,387.08,94.899,5.898
6601,236.077,5.899,387.12,94.909,5.899
6602,236.123,5.9,387.18,94.923,5.9
6603,236.149,5.9,387.22,94.933,5.9
6604,236.181,5.901,387.28,94.948,5.901
6605,236.23,5.902,387.34,94.963,5.902
6606,236.261,5.903,387.38,94.973,5.903
6607,236.293,5.904,387.42,94.982,5.904
6608,236.325,5.905,387.46,94.992,5.905
6609,236.357,5.906,387.5,95.002,5.906
6610,236.389,5.907,387.54,95.012,5.907
6611,236.442,5.908,387.6,95.026,5.908
6612,236.469,5.908,387.66,95.041,5.908
6613,236.501,5.909,387.72,95.056,5.909
6614,236.554,5.91,387.78,95.071,5.91
6615,236.581,5.911,387.84,95.085,5.911
6616,236.613,5.912,387.88,95.095,5.912
6617,236.659,5.913,387.92,95.105,5.913
6618,236.685,5.914,387.96,95.115,5.914
6619,236.709,5.914,388,95.125,5.914
6620,236.745,5.915,388.04,95.134,5.915
6621,236.773,5.916,388.08,95.144,5.916
6622,236.797,5.917,388.14,95.159,5.917
6623,236.836,5.918,388.18,95.169,5.918
6624,236.861,5.918,388.24,95.183,5.918
6625,236.893,5.919,388.28,95.193,5.919
6626,236.928,5.92,388.32,95.203,5.92
6627,236.957,5.921,388.36,95.213,5.921
6628,236.981,5.921,388.38,95.218,5.921
6629,237.016,5.922,388.42,95.227,5.922
6630,237.045,5.923,388.46,95.237,5.923
6631,237.069,5.923,388.52,95.252,5.923
6632,237.102,5.924,388.56,95.262,5.924
6633,237.133,5.925,388.62,95.277,5.925
6634,237.157,5.926,388.68,95.291,5.926
6635,237.199,5.927,388.72,95.301,5.927
6636,237.229,5.928,388.76,95.311,5.928
6637,237.261,5.928,388.8,95.321,5.928
6638,237.31,5.929,388.84,95.33,5.929
6639,237.341,5.93,388.88,95.34,5.93
6640,237.373,5.931,388.92,95.35,5.931
6641,237.426,5.932,388.98,95.365,5.932
6642,237.453,5.933,389.04,95.379,5.933
6643,237.485,5.934,389.1,95.394,5.934
6644,237.532,5.935,389.16,95.409,5.935
6645,237.557,5.936,389.22,95.424,5.936
6646,237.589,5.936,389.26,95.433,5.936
6647,237.639,5.938,389.3,95.443,5.938
6648,237.669,5.939,389.34,95.453,5.939
6649,237.701,5.939,389.38,95.463,5.939
6650,237.758,5.941,389.44,95.478,5.941
6651,237.789,5.942,389.52,95.497,5.942
6652,237.821,5.942,389.58,95.512,5.942
6653,237.877,5.944,389.64,95.527,5.944
6654,237.909,5.945,389.7,95.541,5.945
6655,237.941,5.945,389.74,95.551,5.945
6656,237.995,5.947,389.78,95.561,5.947
6657,238.021,5.947,389.82,95.571,5.947
6658,238.053,5.948,389.86,95.581,5.948
6659,238.099,5.949,389.92,95.595,5.949
6660,238.125,5.95,389.96,95.605,5.95
6661,238.157,5.951,390.02,95.62,5.951
6662,238.194,5.952,390.06,95.63,5.952
6663,238.221,5.952,390.12,95.644,5.952
6664,238.253,5.953,390.16,95.654,5.953
6665,238.288,5.954,390.2,95.664,5.954
6666,238.317,5.955,390.24,95.674,5.955
6667,238.349,5.955,390.26,95.679,5.955
6668,238.399,5.957,390.32,95.693,5.957
6669,238.429,5.958,390.38,95.708,5.958
6670,238.461,5.958,390.44,95.723,5.958
6671,238.517,5.96,390.5,95.737,5.96
6672,238.549,5.961,390.56,95.752,5.961
6673,238.581,5.961,390.62,95.767,5.961
6674,238.631,5.963,390.68,95.782,5.963
6675,238.661,5.963,390.72,95.791,5.963
6676,238.685,5.964,390.76,95.801,5.964
6677,238.741,5.965,390.8,95.811,5.965
6678,238.773,5.966,390.86,95.826,5.966
6679,238.805,5.967,390.92,95.84,5.967
6680,238.859,5.968,390.98,95.855,5.968
6681,238.885,5.969,391.04,95.87,5.969
6682,238.917,5.97,391.08,95.88,5.97
6683,238.973,5.971,391.14,95.894,5.971
6684,239.005,5.972,391.18,95.904,5.972
6685,239.037,5.973,391.24,95.919,5.973
6686,239.086,5.974,391.3,95.934,5.974
6687,239.117,5.975,391.36,95.948,5.975
6688,239.149,5.976,391.42,95.963,5.976
6689,239.199,5.977,391.5,95.983,5.977
6690,239.229,5.978,391.56,95.997,5.978
6691,239.261,5.978,391.6,96.007,5.978
6692,239.322,5.98,391.64,96.017,5.98
6693,239.349,5.981,391.68,96.027,5.981
6694,239.381,5.981,391.72,96.037,5.981
6695,239.424,5.982,391.78,96.051,5.982
6696,239.453,5.983,391.84,96.066,5.983
6697,239.485,5.984,391.88,96.076,5.984
6698,239.518,5.985,391.94,96.09,5.985
6699,239.549,5.986,391.98,96.1,5.986
6700,239.581,5.986,392.02,96.11,5.986
6701,239.64,5.988,392.08,96.125,5.988
6702,239.669,5.989,392.12,96.135,5.989
6703,239.701,5.99,392.18,96.149,5.99
6704,239.761,5.991,392.24,96.164,5.991
6705,239.789,5.992,392.3,96.179,5.992
6706,239.821,5.992,392.36,96.193,5.992
6707,239.88,5.994,392.42,96.208,5.994
6708,239.909,5.995,392.48,96.223,5.995
6709,239.941,5.995,392.52,96.233,5.995
6710,240,5.997,392.56,96.242,5.997
6711,240.029,5.998,392.6,96.252,5.998
6712,240.061,5.998,392.64,96.262,5.998
6713,240.134,6,392.7,96.277,6
6714,240.165,6.001,392.76,96.292,6.001
6715,240.197,6.002,392.82,96.306,6.002
6716,240.275,6.004,392.88,96.321,6.004
6717,240.301,6.005,392.94,96.336,6.005
6718,240.333,6.005,392.98,96.345,6.005
6719,240.369,6.006,393.02,96.355,6.006
6720,240.397,6.007,393.08,96.37,6.007
6721,240.421,6.008,393.12,96.38,6.008
6722,240.482,6.009,393.18,96.394,6.009
6723,240.509,6.01,393.24,96.409,6.01
6724,240.541,6.011,393.3,96.424,6.011
6725,240.588,6.011,393.34,96.434,6.011
6726,240.613,6.012,393.38,96.444,6.012
6727,240.645,6.013,393.42,96.453,6.013
6728,240.699,6.014,393.46,96.463,6.014
6729,240.725,6.015,393.5,96.473,6.015
6730,240.757,6.016,393.54,96.483,6.016
6731,240.804,6.017,393.6,96.497,6.017
6732,240.828,6.018,393.66,96.512,6.018
6733,240.86,6.018,393.7,96.522,6.018
6734,240.905,6.019,393.76,96.537,6.019
6735,240.932,6.02,393.8,96.546,6.02
6736,240.964,6.021,393.82,96.551,6.021
6737,241.01,6.022,393.86,96.561,6.022
6738,241.036,6.023,393.92,96.576,6.023
6739,241.068,6.024,393.96,96.586,6.024
6740,241.101,6.024,394.02,96.6,6.024
6741,241.132,6.025,394.08,96.615,6.025
6742,241.156,6.026,394.12,96.625,6.026
6743,241.19,6.027,394.18,96.64,6.027
6744,241.22,6.027,394.22,96.649,6.027
6745,241.244,6.028,394.24,96.654,6.028
6746,241.278,6.029,394.28,96.664,6.029
6747,241.308,6.03,394.3,96.669,6.03
6748,241.34,6.03,394.32,96.674,6.03
6749,241.393,6.032,394.36,96.684,6.032
6750,241.42,6.033,394.42,96.698,6.033
6751,241.452,6.033,394.46,96.708,6.033
6752,241.491,6.034,394.52,96.723,6.034
6753,241.516,6.035,394.56,96.733,6.035
6754,241.548,6.036,394.6,96.743,6.036
6755,241.586,6.037,394.64,96.752,6.037
6756,241.612,6.037,394.68,96.762,6.037
6757,241.644,6.038,394.7,96.767,6.038
6758,241.691,6.039,394.74,96.777,6.039
6759,241.716,6.04,394.8,96.792,6.04
6760,241.748,6.041,394.84,96.801,6.041
6761,241.792,6.042,394.9,96.816,6.042
6762,241.82,6.042,394.96,96.831,6.042
6763,241.852,6.043,395,96.841,6.043
6764,241.885,6.044,395.04,96.85,6.044
6765,241.916,6.045,395.08,96.86,6.045
6766,241.948,6.046,395.12,96.87,6.046
6767,241.986,6.046,395.14,96.875,6.046
6768,242.012,6.047,395.18,96.885,6.047
6769,242.036,6.048,395.2,96.89,6.048
6770,242.077,6.049,395.24,96.9,6.049
6771,242.108,6.05,395.28,96.909,6.05
6772,242.132,6.05,395.34,96.924,6.05
6773,242.179,6.051,395.38,96.934,6.051
6774,242.204,6.052,395.42,96.944,6.052
6775,242.228,6.053,395.46,96.953,6.053
6776,242.279,6.054,395.5,96.963,6.054
6777,242.308,6.055,395.54,96.973,6.055
6778,242.34,6.056,395.58,96.983,6.056
6779,242.389,6.057,395.62,96.993,6.057
6780,242.42,6.058,395.68,97.007,6.058
6781,242.452,6.058,395.74,97.022,6.058
6782,242.503,6.059,395.8,97.037,6.059
6783,242.532,6.06,395.86,97.052,6.06
6784,242.564,6.061,395.9,97.061,6.061
6785,242.612,6.062,395.94,97.071,6.062
6786,242.644,6.063,395.98,97.081,6.063
6787,242.676,6.064,396.02,97.091,6.064
6788,242.73,6.065,396.06,97.101,6.065
6789,242.756,6.066,396.1,97.11,6.066
6790,242.788,6.067,396.14,97.12,6.067
6791,242.841,6.068,396.2,97.135,6.068
6792,242.868,6.069,396.26,97.15,6.069
6793,242.9,6.07,396.3,97.159,6.07
6794,242.941,6.071,396.34,97.169,6.071
6795,242.972,6.071,396.38,97.179,6.071
6796,243.004,6.072,396.42,97.189,6.072
6797,243.048,6.073,396.46,97.199,6.073
6798,243.1,6.075,396.56,97.223,6.075
6799,243.132,6.075,396.62,97.238,6.075
6800,243.196,6.077,396.68,97.253,6.077
6801,243.228,6.078,396.72,97.262,6.078
6802,243.26,6.079,396.78,97.277,6.079
6803,243.316,6.08,396.84,97.292,6.08
6804,243.348,6.081,396.88,97.302,6.081
6805,243.38,6.082,396.92,97.311,6.082
6806,243.429,6.083,396.98,97.326,6.083
6807,243.46,6.084,397.04,97.341,6.084
6808,243.492,6.084,397.1,97.356,6.084
6809,243.552,6.086,397.16,97.37,6.086
6810,243.58,6.087,397.2,97.38,6.087
6811,243.612,6.088,397.24,97.39,6.088
6812,243.66,6.089,397.28,97.4,6.089
6813,243.692,6.089,397.34,97.414,6.089
6814,243.724,6.09,397.38,97.424,6.09
6815,243.782,6.092,397.44,97.439,6.092
6816,243.812,6.092,397.48,97.449,6.092
6817,243.844,6.093,397.54,97.463,6.093
6818,243.891,6.094,397.58,97.473,6.094
6819,243.916,6.095,397.64,97.488,6.095
6820,243.948,6.096,397.66,97.493,6.096
6821,244.009,6.097,397.7,97.503,6.097
6822,244.036,6.098,397.74,97.512,6.098
6823,244.068,6.099,397.76,97.517,6.099
6824,244.12,6.1,397.82,97.532,6.1
6825,244.148,6.101,397.86,97.542,6.101
6826,244.18,6.101,397.92,97.557,6.101
6827,244.231,6.103,397.96,97.566,6.103
6828,244.26,6.104,398,97.576,6.104
6829,244.292,6.104,398.04,97.586,6.104
6830,244.352,6.106,398.08,97.596,6.106
6831,244.38,6.107,398.14,97.611,6.107
6832,244.412,6.107,398.18,97.62,6.107
6833,244.471,6.109,398.24,97.635,6.109
6834,244.5,6.11,398.3,97.65,6.11
6835,244.532,6.111,398.36,97.664,6.111
6836,244.579,6.112,398.4,97.674,6.112
6837,244.604,6.112,398.44,97.684,6.112
6838,244.636,6.113,398.48,97.694,6.113
6839,244.671,6.114,398.5,97.699,6.114
6840,244.7,6.115,398.54,97.709,6.115
6841,244.732,6.116,398.58,97.718,6.116
6842,244.796,6.117,398.62,97.728,6.117
6843,244.828,6.118,398.68,97.743,6.118
6844,244.86,6.119,398.74,97.758,6.119
6845,244.907,6.12,398.78,97.767,6.12
6846,244.932,6.12,398.82,97.777,6.12
6847,244.964,6.121,398.84,97.782,6.121
6848,244.999,6.122,398.88,97.792,6.122
6849,245.028,6.123,398.92,97.802,6.123
6850,245.06,6.124,398.96,97.812,6.124
6851,245.094,6.125,399,97.821,6.125
6852,245.124,6.125,399.06,97.836,6.125
6853,245.156,6.126,399.1,97.846,6.126
6854,245.205,6.127,399.16,97.861,6.127
6855,245.236,6.128,399.2,97.87,6.128
6856,245.268,6.129,399.24,97.88,6.129
6857,245.317,6.13,399.28,97.89,6.13
6858,245.348,6.131,399.3,97.895,6.131
6859,245.372,6.131,399.34,97.905,6.131
6860,245.418,6.133,399.38,97.914,6.133
6861,245.444,6.133,399.44,97.929,6.133
6862,245.476,6.134,399.48,97.939,6.134
6863,245.51,6.135,399.52,97.949,6.135
6864,245.54,6.136,399.58,97.964,6.136
6865,245.572,6.136,399.6,97.968,6.136
6866,245.604,6.137,399.64,97.978,6.137
6867,245.636,6.138,399.66,97.983,6.138
6868,245.668,6.139,399.7,97.993,6.139
6869,245.721,6.14,399.74,98.003,6.14
6870,245.748,6.141,399.8,98.017,6.141
6871,245.78,6.142,399.86,98.032,6.142
6872,245.823,6.143,399.9,98.042,6.143
6873,245.852,6.144,399.96,98.057,6.144
6874,245.884,6.144,400,98.067,6.144
6875,245.93,6.145,400.04,98.076,6.145
6876,245.956,6.146,400.06,98.081,6.146
6877,245.988,6.147,400.1,98.091,6.147
6878,246.064,6.149,400.14,98.101,6.149
6879,246.092,6.149,400.18,98.111,6.149
6880,246.116,6.15,400.22,98.12,6.15
6881,246.167,6.151,400.28,98.135,6.151
6882,246.196,6.152,400.34,98.15,6.152
6883,246.261,6.154,400.42,98.169,6.154
6884,246.292,6.155,400.44,98.174,6.155
6885,246.324,6.155,400.48,98.184,6.155
6886,246.356,6.156,400.52,98.194,6.156
6887,246.413,6.158,400.56,98.204,6.158
6888,246.444,6.158,400.62,98.219,6.158
6889,246.476,6.159,400.68,98.233,6.159
6890,246.524,6.16,400.74,98.248,6.16
6891,246.556,6.161,400.8,98.263,6.161
6892,246.588,6.162,400.84,98.272,6.162
6893,246.639,6.163,400.88,98.282,6.163
6894,246.668,6.164,400.92,98.292,6.164
6895,246.692,6.165,400.94,98.297,6.165
6896,246.741,6.166,400.98,98.307,6.166
6897,246.772,6.167,401.02,98.317,6.167
6898,246.796,6.167,401.08,98.331,6.167
6899,246.829,6.168,401.12,98.341,6.168
6900,246.86,6.169,401.16,98.351,6.169
6901,246.892,6.17,401.2,98.361,6.17
6902,246.94,6.171,401.22,98.366,6.171
6903,246.972,6.172,401.26,98.375,6.172
6904,247.004,6.172,401.3,98.385,6.172
6905,247.04,6.173,401.34,98.395,6.173
6906,247.068,6.174,401.38,98.405,6.174
6907,247.092,6.175,401.42,98.415,6.175
6908,247.129,6.175,401.46,98.424,6.175
6909,247.156,6.176,401.5,98.434,6.176
6910,247.18,6.177,401.54,98.444,6.177
6911,247.215,6.178,401.58,98.454,6.178
6912,247.244,6.178,401.6,98.459,6.178
6913,247.268,6.179,401.64,98.469,6.179
6914,247.303,6.18,401.66,98.473,6.18
6915,247.332,6.181,401.68,98.478,6.181
6916,247.364,6.181,401.7,98.483,6.181
6917,247.42,6.183,401.76,98.498,6.183
6918,247.452,6.183,401.8,98.508,6.183
6919,247.476,6.184,401.84,98.518,6.184
6920,247.531,6.185,401.9,98.532,6.185
6921,247.556,6.186,401.94,98.542,6.186
6922,247.588,6.187,401.96,98.547,6.187
6923,247.636,6.188,402,98.557,6.188
6924,247.668,6.189,402.04,98.567,6.189
6925,247.7,6.19,402.08,98.576,6.19
6926,247.733,6.191,402.12,98.586,6.191
6927,247.764,6.191,402.16,98.596,6.191
6928,247.796,6.192,402.22,98.611,6.192
6929,247.845,6.194,402.26,98.621,6.194
6930,247.876,6.194,402.3,98.63,6.194
6931,247.908,6.195,402.32,98.635,6.195
6932,247.962,6.196,402.36,98.645,6.196
6933,247.988,6.197,402.38,98.65,6.197
6934,248.012,6.198,402.42,98.66,6.198
6935,248.075,6.199,402.44,98.665,6.199
6936,248.1,6.2,402.48,98.675,6.2
6937,248.132,6.201,402.52,98.684,6.201
6938,248.186,6.202,402.58,98.699,6.202
6939,248.212,6.203,402.62,98.709,6.203
6940,248.244,6.204,402.66,98.719,6.204
6941,248.291,6.205,402.68,98.724,6.205
6942,248.316,6.205,402.72,98.733,6.205
6943,248.348,6.206,402.74,98.738,6.206
6944,248.404,6.207,402.8,98.753,6.207
6945,248.436,6.208,402.84,98.763,6.208
6946,248.468,6.209,402.9,98.777,6.209
6947,248.511,6.21,402.96,98.792,6.21
6948,248.54,6.211,403,98.802,6.211
6949,248.564,6.211,403.04,98.812,6.211
6950,248.603,6.212,403.06,98.817,6.212
6951,248.628,6.213,403.08,98.822,6.213
6952,248.66,6.214,403.1,98.827,6.214
6953,248.72,6.215,403.14,98.836,6.215
6954,248.748,6.216,403.18,98.846,6.216
6955,248.78,6.217,403.22,98.856,6.217
6956,248.82,6.218,403.28,98.871,6.218
6957,248.852,6.219,403.32,98.88,6.219
6958,248.884,6.22,403.36,98.89,6.22
6959,248.931,6.221,403.4,98.9,6.221
6960,248.956,6.221,403.42,98.905,6.221
